bath,balcony,price,total_sqft_float,bhk,price_per_sqft
2.0,1.0,85.4,1315.0,3,0.06494296577946769
3.0,2.0,112.0,1690.0,3,0.06627218934911243
1.0,1.0,52.5,750.0,1,0.07
2.0,3.0,78.0,1200.0,2,0.065
2.0,1.5843757375501535,110.0,1850.0,3,0.05945945945945946
2.0,1.0,45.0,1100.0,2,0.04090909090909091
2.0,1.0,47.88,1197.0,2,0.04
4.0,1.0,160.0,2700.0,7,0.05925925925925926
2.0,1.0,45.0,820.0,2,0.054878048780487805
3.0,1.0,123.0,1750.0,3,0.07028571428571428
1.0,0.0,34.27,745.0,1,0.046000000000000006
2.0,2.0,90.0,1150.0,2,0.0782608695652174
3.0,1.0,138.0,1960.0,3,0.07040816326530612
2.0,2.0,60.0,1250.0,2,0.048
2.0,2.0,39.98,1125.0,2,0.03553777777777777
3.0,3.0,196.0,2400.0,3,0.08166666666666667
2.0,1.0,91.65,1300.0,2,0.07050000000000001
2.0,1.0,57.0,1107.0,2,0.051490514905149054
2.0,2.0,93.0,1250.0,2,0.0744
2.0,1.0,108.0,1500.0,3,0.072
3.0,2.0,125.0,1520.0,3,0.08223684210526316
2.0,1.0,99.0,1405.0,2,0.0704626334519573
2.0,1.0,73.0,1157.0,2,0.06309420916162489
2.0,1.0,44.0,1048.0,2,0.04198473282442748
2.0,1.0,74.0,1150.0,2,0.06434782608695652
2.0,2.0,93.0,1503.0,3,0.06187624750499002
3.0,2.0,82.0,1853.0,3,0.044252563410685376
5.0,1.5843757375501535,250.0,5000.0,4,0.05
2.0,2.0,70.0,1470.0,3,0.047619047619047616
2.0,2.0,55.0,1339.0,2,0.041075429424943986
2.0,2.0,58.0,990.0,2,0.05858585858585859
2.0,1.0,70.0,1205.0,2,0.058091286307053944
2.0,1.0,63.0,1000.0,2,0.063
2.0,3.0,57.0,950.0,2,0.06
2.0,3.0,75.0,1417.0,2,0.0529287226534933
2.0,2.0,125.0,1590.0,3,0.07861635220125786
2.0,1.0,77.0,1279.0,2,0.060203283815480846
3.0,2.0,107.0,1710.0,3,0.06257309941520468
2.0,1.0,86.51,1396.0,3,0.061969914040114614
3.0,1.0,124.0,1865.0,3,0.06648793565683646
2.0,1.0,53.35,1100.0,2,0.0485
3.0,2.0,139.0,1760.0,3,0.07897727272727273
2.0,1.0,100.0,1290.0,2,0.07751937984496124
2.0,1.0,100.0,1452.19,2,0.06886151261198603
3.0,1.0,120.0,1798.0,3,0.06674082313681869
2.0,1.0,85.0,1300.0,2,0.06538461538461539
4.0,0.0,260.5,3181.0,4,0.08189248663942157
3.0,2.0,131.0,1950.0,3,0.06717948717948719
2.0,1.0,76.0,1230.0,2,0.061788617886178863
2.0,1.0,80.0,1290.0,2,0.06201550387596899
3.0,2.0,110.0,1760.0,3,0.0625
2.0,1.0,98.0,1483.0,2,0.06608226567768037
3.0,2.0,111.0,1650.0,3,0.06727272727272728
4.0,3.0,160.0,2423.0,3,0.0660338423442014
3.0,2.0,136.0,2197.0,3,0.061902594446973144
2.0,2.0,65.0,1125.0,2,0.057777777777777775
2.0,1.0,79.0,1230.0,2,0.06422764227642276
2.0,1.0,79.0,1202.0,2,0.06572379367720466
3.0,1.0,123.0,1858.0,3,0.06620021528525297
3.0,1.0,110.0,1798.0,3,0.06117908787541713
3.0,2.0,130.0,1785.0,3,0.07282913165266107
2.0,2.0,60.0,1080.0,2,0.05555555555555555
2.0,0.0,71.195,1260.0,2,0.05650396825396825
3.0,1.0,119.0,1816.0,3,0.06552863436123348
2.0,3.0,80.0,1424.0,2,0.056179775280898875
2.0,1.0,85.0,1290.0,2,0.06589147286821706
2.0,2.0,80.0,1300.0,2,0.06153846153846154
2.0,1.0,80.04,1290.0,2,0.06204651162790698
2.0,1.0,72.0,1282.0,2,0.056162246489859596
3.0,2.0,104.0,1660.0,3,0.06265060240963856
2.0,1.0,75.0,1291.0,2,0.05809450038729667
2.0,1.0,85.0,1473.0,2,0.05770536320434488
3.0,2.0,104.0,1660.0,3,0.06265060240963856
3.0,2.0,131.0,1950.0,3,0.06717948717948719
2.0,1.0,85.0,1432.0,2,0.05935754189944134
3.0,2.0,110.0,1710.0,3,0.06432748538011696
3.0,3.0,105.0,1765.0,3,0.059490084985835696
3.0,3.0,120.0,1717.0,3,0.06988934187536401
4.0,3.0,115.0,1800.0,3,0.06388888888888888
3.0,2.0,110.0,1719.0,3,0.06399069226294357
2.0,3.0,87.0,1368.0,2,0.06359649122807018
2.0,2.0,55.7,1340.0,2,0.04156716417910448
2.0,1.0,54.0,1200.0,2,0.045
2.0,1.0,54.0,1200.0,2,0.045
2.0,1.0,54.0,1200.0,2,0.045
3.0,2.0,160.0,2250.0,3,0.07111111111111111
2.0,2.0,125.0,1694.0,2,0.07378984651711924
1.0,1.0,80.0,1400.0,2,0.05714285714285714
2.0,2.0,76.77,1045.0,2,0.07346411483253588
3.0,2.0,155.0,2113.0,3,0.07335541883577851
4.0,3.0,135.0,1932.0,3,0.06987577639751552
2.0,1.0,58.0,1045.0,2,0.05550239234449761
2.0,1.0,52.0,1020.0,2,0.050980392156862744
4.0,2.0,165.0,2384.0,3,0.06921140939597316
2.0,1.0,49.5,790.0,2,0.06265822784810127
3.0,2.0,118.0,1569.0,3,0.07520713830465264
1.0,0.0,37.0,600.0,1,0.06166666666666667
1.0,1.0,46.0,615.0,1,0.07479674796747968
2.0,2.0,55.0,905.0,2,0.06077348066298342
2.0,0.0,70.0,1000.0,2,0.07
1.0,1.0,46.0,615.0,1,0.07479674796747968
2.0,3.0,102.0,1470.0,3,0.06938775510204082
2.0,2.0,88.0,1244.0,2,0.0707395498392283
2.0,1.0,98.49,1407.0,2,0.06999999999999999
2.0,1.0,66.0,1200.0,1,0.055
2.0,1.0,76.77,1045.0,2,0.07346411483253588
3.0,2.0,160.0,2086.0,3,0.07670182166826463
2.0,2.0,68.0,1313.0,2,0.05178979436405179
1.0,2.0,40.0,750.0,1,0.05333333333333334
2.0,1.0,60.0,1260.0,3,0.047619047619047616
2.0,1.0,63.0,1300.0,3,0.04846153846153846
1.0,0.0,34.1,775.0,1,0.044000000000000004
2.0,1.0,52.0,1010.0,2,0.05148514851485148
2.0,1.0,52.0,1010.0,2,0.05148514851485148
1.0,0.0,25.0,469.0,1,0.053304904051172705
2.0,1.0,62.0,1250.0,2,0.0496
2.0,3.0,75.0,1355.0,2,0.055350553505535055
1.0,1.0,23.0,550.0,1,0.04181818181818182
2.0,1.0,36.0,745.0,2,0.04832214765100671
3.0,1.0,57.23,1439.0,3,0.03977067407922168
2.0,2.0,57.6,1100.0,2,0.05236363636363636
3.0,3.0,175.0,1650.0,3,0.10606060606060606
3.0,3.0,238.0,2648.0,3,0.08987915407854985
3.0,1.0,220.0,1800.0,3,0.12222222222222222
2.0,1.0,70.0,1175.0,2,0.059574468085106386
3.0,1.5843757375501535,270.0,2500.0,3,0.108
4.0,1.0,400.0,2250.0,4,0.17777777777777778
3.0,3.0,375.0,3095.0,3,0.12116316639741519
2.0,3.0,235.0,1875.0,3,0.12533333333333332
2.0,2.0,110.0,900.0,2,0.12222222222222222
2.0,2.0,110.0,1036.0,2,0.10617760617760617
3.0,1.0,70.0,1200.0,2,0.058333333333333334
2.0,1.0,37.49,760.0,2,0.049328947368421056
2.0,1.0,45.0,965.0,2,0.046632124352331605
3.0,3.0,120.0,1740.0,3,0.06896551724137931
2.0,2.0,125.0,984.0,2,0.12703252032520326
2.0,2.0,48.0,1225.0,2,0.03918367346938775
2.0,2.0,52.0,918.0,2,0.05664488017429194
2.0,2.0,48.0,918.0,2,0.05228758169934641
2.0,2.0,47.0,914.0,2,0.05142231947483589
2.0,2.0,55.0,927.0,2,0.0593311758360302
2.0,2.0,46.0,920.0,2,0.05
4.0,1.0,130.0,2400.0,3,0.05416666666666667
2.0,2.0,45.0,918.0,2,0.049019607843137254
2.0,2.0,63.2,918.0,2,0.06884531590413943
2.0,2.0,43.0,933.0,2,0.04608788853161844
2.0,2.0,55.0,918.0,2,0.05991285403050109
3.0,2.0,149.0,2400.0,3,0.06208333333333333
2.0,1.0,44.0,937.0,2,0.04695837780149413
2.0,1.0,50.0,923.0,2,0.05417118093174431
3.0,3.0,72.0,1221.0,3,0.05896805896805897
2.0,1.0,49.0,918.0,2,0.05337690631808279
2.0,2.0,49.0,914.0,2,0.053610503282275714
2.0,2.0,50.0,918.0,2,0.054466230936819175
3.0,2.0,65.0,1200.0,3,0.05416666666666667
2.0,2.0,55.0,914.0,2,0.060175054704595186
3.0,3.0,75.0,1221.0,3,0.06142506142506143
3.0,3.0,70.0,1252.0,3,0.05591054313099041
2.0,2.0,39.0,939.0,2,0.04153354632587859
3.0,3.0,70.0,1221.0,3,0.05733005733005733
2.0,2.0,48.0,943.0,2,0.05090137857900318
2.0,2.0,56.0,918.0,2,0.06100217864923747
2.0,2.0,49.5,943.0,2,0.05249204665959703
2.0,0.0,85.0,1200.0,2,0.07083333333333333
2.0,1.0,68.0,1200.0,2,0.056666666666666664
2.0,2.0,70.0,1230.0,2,0.056910569105691054
2.0,1.0,95.0,1320.0,3,0.07196969696969698
3.0,2.0,142.0,2400.0,4,0.059166666666666666
5.0,1.0,100.0,2200.0,4,0.045454545454545456
3.0,1.0,64.0,1300.0,3,0.04923076923076923
3.0,3.0,162.0,2070.0,3,0.0782608695652174
3.0,2.0,155.0,1700.0,3,0.09117647058823529
2.0,1.0,53.0,1100.0,3,0.04818181818181818
3.0,2.0,94.71,2330.0,4,0.040648068669527894
2.0,1.0,49.61,1165.0,2,0.042583690987124466
4.0,1.5843757375501535,700.0,5400.0,5,0.12962962962962962
3.0,2.0,162.0,1500.0,4,0.108
2.0,1.0,40.0,900.0,2,0.044444444444444446
4.0,3.0,155.0,1989.0,3,0.07792860734037205
3.0,2.0,64.0,1300.0,3,0.04923076923076923
2.0,1.0,35.0,700.0,2,0.05
3.0,2.0,53.0,1100.0,3,0.04818181818181818
2.0,2.0,36.84,1040.0,2,0.035423076923076925
3.0,1.0,90.0,1500.0,3,0.06
2.0,2.0,63.0,925.0,2,0.0681081081081081
2.0,2.0,60.0,1300.0,2,0.046153846153846156
2.0,3.0,135.0,1200.0,2,0.1125
2.0,2.0,65.0,1050.0,2,0.06190476190476191
1.0,1.0,40.0,950.0,1,0.042105263157894736
2.0,2.0,41.0,1050.0,1,0.039047619047619046
2.0,0.0,56.8,1277.5,2,0.04446183953033268
2.0,2.0,39.0,930.0,2,0.041935483870967745
2.0,2.0,42.74,1155.0,2,0.037004329004329005
2.0,1.0,46.55,1225.0,2,0.038
2.0,1.0,47.0,1100.0,2,0.042727272727272725
2.0,0.0,71.0,1200.0,2,0.059166666666666666
2.0,1.0,25.0,750.0,2,0.03333333333333333
2.0,1.0,43.0,1015.0,2,0.042364532019704436
2.0,2.0,86.0,1470.0,2,0.058503401360544216
1.0,1.0,28.0,714.0,1,0.0392156862745098
2.0,1.0,51.0,1142.0,2,0.0446584938704028
2.0,2.0,33.45,1115.0,2,0.030000000000000002
2.0,1.0,48.0,1021.0,2,0.04701273261508325
3.0,0.0,69.315,1559.0,3,0.044461193072482356
2.0,1.0,40.5,1035.0,2,0.0391304347826087
2.0,1.0,71.0,1550.0,2,0.045806451612903226
2.0,0.0,51.22,1192.5,2,0.042951781970649895
2.0,1.0,46.0,1100.0,2,0.04181818181818182
2.0,1.0,49.02,1290.0,2,0.038
2.0,2.0,43.0,1100.0,2,0.03909090909090909
2.0,1.0,40.0,950.0,2,0.042105263157894736
2.0,1.0,72.0,1156.0,2,0.06228373702422145
2.0,0.0,60.0,1000.0,2,0.06
2.0,2.0,30.0,1001.0,2,0.029970029970029972
2.0,0.0,40.0,750.0,2,0.05333333333333334
2.0,1.0,44.5,1000.0,2,0.0445
2.0,3.0,47.0,1200.0,2,0.03916666666666667
1.0,0.0,65.0,1200.0,2,0.05416666666666667
2.0,2.0,67.0,1076.0,2,0.062267657992565055
2.0,1.0,43.32,1140.0,2,0.038
6.0,2.0,175.0,4300.0,6,0.040697674418604654
2.0,1.0,42.0,1200.0,2,0.035
2.0,2.0,50.0,1040.0,2,0.04807692307692308
2.0,1.0,22.0,734.0,2,0.02997275204359673
2.0,2.0,36.0,1120.0,2,0.03214285714285714
2.0,1.0,42.0,1150.0,2,0.036521739130434785
9.0,2.0,200.0,4600.0,9,0.043478260869565216
2.0,2.0,55.0,1050.0,2,0.05238095238095238
2.0,2.0,30.0,1057.0,2,0.02838221381267739
2.0,1.0,46.5,1085.0,2,0.04285714285714286
3.0,3.0,105.0,1700.0,3,0.061764705882352944
2.0,1.0,72.0,1200.0,2,0.06
4.0,1.0,246.0,3628.0,4,0.06780595369349504
2.0,0.0,75.0,2000.0,2,0.0375
2.0,2.0,45.0,1100.0,2,0.04090909090909091
2.0,2.0,40.0,1035.0,2,0.03864734299516908
2.0,1.0,45.0,1116.0,2,0.04032258064516129
2.0,2.0,69.0,1290.0,2,0.053488372093023255
2.0,2.0,57.0,1300.0,3,0.04384615384615385
2.0,0.0,36.38,866.28,2,0.04199565960197627
2.0,1.0,43.0,1096.0,2,0.03923357664233577
2.0,2.0,58.0,1204.0,2,0.04817275747508306
1.0,1.0,21.5,700.0,1,0.030714285714285715
2.0,1.0,45.79,1205.0,2,0.038
3.0,2.0,97.0,1827.0,3,0.05309250136836344
2.0,2.0,32.25,1075.0,2,0.03
2.0,1.0,39.9,1100.0,2,0.03627272727272727
6.0,1.0,110.0,2800.0,7,0.039285714285714285
2.0,2.0,39.0,1020.0,2,0.03823529411764706
2.0,0.0,75.0,1200.0,2,0.0625
2.0,1.0,60.0,1245.0,2,0.04819277108433735
2.0,3.0,62.5,1200.0,2,0.052083333333333336
2.0,3.0,50.0,1215.0,3,0.0411522633744856
3.0,2.0,56.0,1464.0,3,0.03825136612021858
3.0,2.0,56.0,1464.0,3,0.03825136612021858
3.0,3.0,56.0,1464.0,3,0.03825136612021858
3.0,2.0,56.0,1464.0,3,0.03825136612021858
3.0,2.0,56.0,1464.0,3,0.03825136612021858
2.0,2.0,56.0,1464.0,2,0.03825136612021858
3.0,2.0,56.0,1464.0,3,0.03825136612021858
3.0,2.0,56.0,1464.0,3,0.03825136612021858
2.0,1.0,35.0,861.0,2,0.04065040650406504
2.0,0.0,34.0,827.0,2,0.041112454655380895
2.0,1.0,60.0,1256.0,2,0.04777070063694268
3.0,3.0,98.0,1850.0,3,0.05297297297297297
2.0,1.0,35.11,865.0,2,0.04058959537572254
3.0,3.0,69.0,1400.0,3,0.04928571428571429
2.0,1.0,60.0,1256.0,2,0.04777070063694268
2.0,1.0,40.0,1115.0,2,0.03587443946188341
2.0,2.0,35.0,935.0,2,0.0374331550802139
3.0,3.0,70.0,1665.0,3,0.042042042042042045
3.0,1.0,115.0,1532.0,3,0.07506527415143603
2.0,2.0,66.0,1545.0,3,0.04271844660194175
2.0,2.0,75.0,1424.0,3,0.05266853932584269
2.0,2.0,93.0,1257.0,2,0.07398568019093078
3.0,1.0,80.0,1365.0,3,0.05860805860805861
2.0,1.0,105.0,1257.0,2,0.08353221957040573
2.0,1.0,55.0,1184.0,2,0.0464527027027027
2.0,3.0,55.0,1185.0,2,0.046413502109704644
2.0,1.0,78.0,1140.0,2,0.06842105263157895
3.0,3.0,91.45,1762.0,3,0.05190124858115778
2.0,2.0,58.0,1198.0,2,0.048414023372287146
4.0,3.0,127.0,1890.0,3,0.0671957671957672
4.0,0.0,210.0,3750.0,4,0.056
3.0,3.0,110.0,1762.0,3,0.06242905788876277
3.0,1.5843757375501535,108.0,1900.0,3,0.056842105263157895
2.0,3.0,68.2,1314.0,2,0.05190258751902588
2.0,2.0,82.0,1645.0,3,0.04984802431610942
2.0,1.0,45.0,1100.0,2,0.04090909090909091
2.0,2.0,78.0,1314.0,2,0.0593607305936073
3.0,3.0,112.0,1762.0,3,0.06356413166855845
2.0,3.0,83.0,1314.0,2,0.06316590563165905
1.0,0.0,40.7,925.0,1,0.044000000000000004
2.0,2.0,78.0,1351.0,3,0.05773501110288675
2.0,1.0,50.0,1010.0,2,0.04950495049504951
4.0,3.0,125.0,1890.0,3,0.06613756613756613
2.0,2.0,61.0,1152.0,2,0.05295138888888889
2.0,2.0,56.0,1394.0,2,0.040172166427546625
3.0,3.0,112.0,1762.0,3,0.06356413166855845
4.0,3.0,125.0,1890.0,3,0.06613756613756613
2.0,2.0,44.0,1088.0,2,0.04044117647058824
2.0,1.0,110.0,1875.0,3,0.058666666666666666
2.0,2.0,42.0,1150.0,2,0.036521739130434785
3.0,3.0,109.0,1762.0,3,0.061861520998864925
2.0,3.0,80.0,1314.0,2,0.060882800608828
2.0,3.0,60.0,1196.0,2,0.05016722408026756
1.0,0.0,45.0,800.0,2,0.05625
5.0,1.5843757375501535,75.0,2000.0,5,0.0375
2.0,2.0,56.0,1280.0,3,0.04375
2.0,2.0,52.0,1275.0,2,0.0407843137254902
4.0,1.0,100.0,2150.0,4,0.046511627906976744
2.0,3.0,42.0,1150.0,2,0.036521739130434785
2.0,3.0,53.0,1110.0,2,0.047747747747747746
2.0,2.0,48.0,1060.0,2,0.045283018867924525
2.0,2.0,42.0,1063.0,2,0.03951081843838194
2.0,2.0,75.0,1470.0,3,0.05102040816326531
2.0,2.0,48.0,1050.0,2,0.045714285714285714
2.0,2.0,42.0,1132.0,2,0.037102473498233215
2.0,3.0,58.0,1100.0,2,0.05272727272727273
2.0,2.0,50.0,1325.0,2,0.03773584905660377
2.0,2.0,53.0,1200.0,2,0.04416666666666667
2.0,2.0,45.5,1035.0,2,0.04396135265700483
1.0,0.0,50.0,1180.0,2,0.0423728813559322
2.0,2.0,46.0,1140.0,2,0.04035087719298246
3.0,1.0,66.0,1340.0,3,0.049253731343283584
3.0,0.0,75.0,1500.0,3,0.05
2.0,3.0,43.0,1215.0,2,0.03539094650205761
2.0,2.0,48.0,1225.0,2,0.03918367346938775
3.0,1.5843757375501535,75.0,1540.0,3,0.048701298701298704
2.0,3.0,45.0,1240.0,2,0.036290322580645164
2.0,3.0,72.0,1560.0,3,0.046153846153846156
2.0,1.0,58.58,1240.0,2,0.04724193548387096
2.0,2.0,43.0,1000.0,2,0.043
2.0,2.0,48.0,1225.0,2,0.03918367346938775
2.0,1.0,45.0,960.0,2,0.046875
2.0,2.0,29.5,775.0,2,0.03806451612903226
3.0,3.0,75.0,1455.0,3,0.05154639175257732
2.0,2.0,55.0,1045.0,2,0.05263157894736842
3.0,3.0,70.0,1654.0,3,0.04232164449818621
2.0,3.0,40.0,1106.0,2,0.03616636528028933
2.0,2.0,70.0,1485.0,3,0.04713804713804714
2.0,2.0,50.0,1175.0,2,0.0425531914893617
2.0,1.0,39.5,1105.0,2,0.03574660633484163
2.0,2.0,75.0,1500.0,3,0.05
2.0,2.0,68.0,1400.0,3,0.04857142857142857
2.0,2.0,45.0,1150.0,2,0.0391304347826087
1.0,0.0,38.0,700.0,1,0.054285714285714284
1.0,0.0,36.0,700.0,1,0.05142857142857143
2.0,1.0,48.0,950.0,2,0.05052631578947368
2.0,1.0,60.0,1000.0,2,0.06
2.0,1.0,50.0,950.0,2,0.05263157894736842
2.0,1.0,47.0,950.0,2,0.049473684210526316
2.0,1.0,62.0,1150.0,3,0.05391304347826087
1.0,0.0,35.0,700.0,1,0.05
2.0,1.0,45.0,950.0,2,0.04736842105263158
2.0,1.0,60.0,950.0,2,0.06315789473684211
3.0,2.0,100.0,1645.0,3,0.060790273556231005
2.0,2.0,50.0,1115.0,2,0.04484304932735426
3.0,2.0,56.0,1220.0,3,0.04590163934426229
2.0,2.0,61.0,1300.0,2,0.04692307692307692
4.0,1.5843757375501535,108.0,1700.0,4,0.06352941176470588
3.0,3.0,92.0,1342.0,3,0.06855439642324888
3.0,3.0,105.0,1605.0,3,0.06542056074766354
2.0,2.0,81.5,1253.0,2,0.0650438946528332
2.0,0.0,64.0,991.0,2,0.06458123107971746
2.0,1.0,78.0,1250.0,2,0.0624
6.0,3.0,225.0,3381.0,6,0.06654835847382432
2.0,2.0,50.0,1200.0,2,0.041666666666666664
3.0,2.0,120.0,1804.0,3,0.06651884700665188
2.0,1.0,70.0,1425.0,3,0.04912280701754386
2.0,2.0,76.0,1325.0,2,0.057358490566037736
2.0,3.0,85.0,1450.0,3,0.05862068965517241
3.0,1.0,125.0,1765.0,3,0.0708215297450425
2.0,1.0,40.0,980.0,2,0.04081632653061224
2.0,3.0,52.0,1187.0,2,0.04380791912384162
2.0,2.0,30.0,800.0,2,0.0375
3.0,2.0,78.0,1565.0,3,0.04984025559105431
1.0,1.0,39.0,610.0,1,0.06393442622950819
2.0,2.0,45.0,1040.0,2,0.04326923076923077
3.0,3.0,100.0,1450.0,3,0.06896551724137931
2.0,2.0,45.0,1200.0,2,0.0375
3.0,2.0,89.0,1902.0,3,0.04679284963196635
2.0,1.0,40.0,800.0,2,0.05
2.0,3.0,48.0,1222.0,2,0.03927986906710311
2.0,1.0,40.0,900.0,2,0.044444444444444446
2.0,2.0,95.0,1837.0,3,0.051714752313554706
3.0,2.0,78.0,1510.0,3,0.051655629139072845
2.0,2.0,70.0,1354.0,2,0.051698670605613
3.0,2.0,70.0,1200.0,2,0.058333333333333334
2.0,2.0,71.0,1354.0,2,0.05243722304283604
2.0,3.0,40.0,856.0,2,0.04672897196261682
2.0,2.0,48.0,925.0,2,0.05189189189189189
2.0,2.0,51.0,925.0,2,0.055135135135135134
2.0,1.0,54.0,1147.0,2,0.047079337401918046
2.0,3.0,42.0,925.0,2,0.04540540540540541
3.0,3.0,95.0,1850.0,3,0.051351351351351354
2.0,1.0,55.0,925.0,2,0.05945945945945946
2.0,1.0,55.0,1050.0,2,0.05238095238095238
2.0,2.0,50.0,1050.0,2,0.047619047619047616
2.0,1.0,53.0,1054.0,2,0.05028462998102467
2.0,3.0,65.0,1255.0,2,0.05179282868525897
3.0,2.0,75.0,1375.0,3,0.05454545454545454
2.0,0.0,39.0,820.0,2,0.0475609756097561
5.0,3.0,300.0,3800.0,4,0.07894736842105263
3.0,3.0,88.0,1640.0,3,0.05365853658536585
2.0,2.0,73.0,1080.0,2,0.06759259259259259
3.0,2.0,150.0,2422.0,4,0.061932287365813375
2.0,1.0,48.0,1280.0,2,0.0375
2.0,1.0,65.0,1198.0,2,0.05425709515859766
2.0,2.0,65.0,1250.0,2,0.052
2.0,1.0,60.0,1190.0,2,0.05042016806722689
2.0,2.0,44.5,1086.0,2,0.040976058931860036
4.0,1.0,165.0,2285.0,3,0.07221006564551423
2.0,1.0,70.0,1100.0,2,0.06363636363636363
2.0,1.0,75.0,1150.0,2,0.06521739130434782
2.0,0.0,60.0,1155.0,3,0.05194805194805195
2.0,2.0,52.0,1500.0,3,0.034666666666666665
2.0,2.0,85.0,1044.0,2,0.08141762452107279
1.0,0.0,30.0,450.0,1,0.06666666666666667
3.0,1.0,108.0,2400.0,4,0.045
6.0,3.0,200.0,2750.0,6,0.07272727272727272
2.0,1.0,80.0,1000.0,2,0.08
2.0,0.0,43.0,700.0,2,0.06142857142857143
1.0,1.0,33.0,565.0,1,0.0584070796460177
2.0,1.0,45.0,883.0,2,0.05096262740656852
2.0,1.0,56.0,1082.0,3,0.051756007393715345
2.0,1.0,45.0,883.0,2,0.05096262740656852
2.0,1.0,39.0,883.0,2,0.044167610419026046
2.0,1.0,45.0,883.0,2,0.05096262740656852
2.0,1.0,39.0,883.0,2,0.044167610419026046
2.0,1.0,55.0,1082.0,3,0.05083179297597042
2.0,1.0,37.0,883.0,2,0.04190260475651189
2.0,1.0,44.0,883.0,2,0.04983012457531144
2.0,1.0,37.0,883.0,2,0.04190260475651189
2.0,1.0,39.0,883.0,2,0.044167610419026046
2.0,1.0,37.01,883.0,2,0.04191392978482446
2.0,1.0,39.0,883.0,2,0.044167610419026046
2.0,1.0,45.0,883.0,2,0.05096262740656852
2.0,1.0,39.0,883.0,2,0.044167610419026046
2.0,1.0,55.0,1082.0,3,0.05083179297597042
2.0,1.0,51.5,1263.0,2,0.04077593032462391
7.0,3.0,110.0,2700.0,6,0.040740740740740744
2.0,2.0,55.0,1347.0,3,0.04083147735708983
5.0,1.0,140.0,2845.0,5,0.0492091388400703
2.0,1.0,52.0,1160.0,2,0.04482758620689655
1.0,0.0,59.0,700.0,1,0.08428571428571428
2.0,2.0,80.0,1200.0,2,0.06666666666666667
2.0,1.0,60.0,1100.0,2,0.05454545454545454
1.0,1.0,81.0,1200.0,2,0.0675
4.0,2.0,200.0,2900.0,4,0.06896551724137931
3.0,2.0,80.0,1200.0,2,0.06666666666666667
3.0,2.0,65.0,1595.0,3,0.04075235109717868
2.0,2.0,24.5,810.0,2,0.030246913580246913
1.0,0.0,18.41,657.5,1,0.028
2.0,2.0,32.0,1156.0,2,0.02768166089965398
2.0,1.0,24.0,870.0,2,0.027586206896551724
2.0,0.0,23.45,1018.0,2,0.023035363457760312
2.0,1.0,31.5,990.0,2,0.031818181818181815
2.0,0.0,25.0,930.0,2,0.026881720430107527
2.0,2.0,25.79,992.0,2,0.02599798387096774
1.0,2.0,25.75,1030.0,2,0.025
2.0,2.0,37.0,1015.0,2,0.03645320197044335
2.0,1.0,31.99,1080.0,2,0.02962037037037037
2.0,2.0,60.0,1415.0,2,0.04240282685512368
2.0,1.0,35.0,1057.0,2,0.033112582781456956
2.0,2.0,25.53,982.0,2,0.0259979633401222
3.0,2.0,65.0,1500.0,3,0.043333333333333335
2.0,1.0,40.5,985.0,2,0.04111675126903553
2.0,2.0,35.0,940.0,2,0.03723404255319149
1.0,1.0,18.5,610.0,1,0.030327868852459017
3.0,1.0,215.0,2479.13,3,0.0867239717158842
3.0,0.0,99.0,1365.0,3,0.07252747252747253
4.0,1.0,160.0,2274.24,3,0.07035317292809906
4.0,2.0,90.0,1600.0,4,0.05625
3.0,3.0,75.0,1419.0,3,0.052854122621564484
1.0,1.0,36.0,711.0,1,0.05063291139240506
1.0,1.0,38.0,711.0,1,0.053445850914205346
2.0,1.0,46.0,929.0,2,0.04951560818083961
1.0,1.0,30.0,551.0,1,0.0544464609800363
2.0,1.0,42.83,1020.0,2,0.04199019607843137
3.0,3.0,97.0,1699.0,3,0.05709240729841083
2.0,1.0,45.2,1130.0,2,0.04
3.0,1.0,75.0,1476.0,3,0.0508130081300813
2.0,2.0,64.0,1295.0,2,0.04942084942084942
2.0,1.0,46.39,1160.0,2,0.03999137931034483
2.0,2.0,55.0,1277.0,2,0.04306969459671104
2.0,1.0,59.0,1151.0,2,0.051259774109470024
2.0,1.0,47.0,945.0,2,0.04973544973544974
2.0,2.0,70.0,1254.0,3,0.05582137161084529
3.0,1.0,121.0,2200.0,3,0.055
2.0,2.0,65.0,1340.0,2,0.048507462686567165
3.0,1.0,75.0,1450.0,3,0.05172413793103448
2.0,1.0,45.2,1130.0,2,0.04
2.0,2.0,68.0,1283.0,2,0.05300077942322681
4.0,0.0,120.0,2130.0,4,0.056338028169014086
1.0,1.0,50.0,938.0,1,0.053304904051172705
1.0,0.0,35.475,825.0,1,0.043000000000000003
2.0,1.0,70.0,1489.0,3,0.04701141705842848
2.0,1.0,69.5,1477.0,3,0.04705484089370345
2.0,1.0,36.0,700.0,2,0.05142857142857143
3.0,2.0,88.0,1665.0,3,0.05285285285285285
2.0,1.0,57.0,950.0,2,0.06
4.0,1.0,110.0,2250.0,4,0.04888888888888889
1.0,1.0,26.0,525.0,1,0.049523809523809526
1.0,1.0,27.25,525.0,1,0.051904761904761905
2.0,1.0,58.0,1100.0,3,0.05272727272727273
1.0,1.0,30.0,525.0,1,0.05714285714285714
2.0,3.0,75.0,1339.0,2,0.05601194921583271
3.0,2.0,58.0,1100.0,3,0.05272727272727273
1.0,1.0,26.0,525.0,1,0.049523809523809526
3.0,2.0,95.84,1843.0,3,0.05200217037438958
